Niveau,Structure_hierarchique,Code,Titres_de_classes,Definitions_de_la_classe
4,Sous-classe (Domaine),RDF5020506,Logistique d'inventaire et de distribution,Cette sous-classe comprend la recherche et le développement expérimental en logistique d'inventaire et de distribution.
4,Sous-classe (Domaine),RDF5020507,Politique d'entreprise,Cette sous-classe comprend la recherche et le développement expérimental en politique d'entreprise.
4,Sous-classe (Domaine),RDF5020508,Comportement des organisations,Cette sous-classe comprend la recherche et le développement expérimental en comportement des organisations.
4,Sous-classe (Domaine),RDF5020509,Théories en matière de gestion,Cette sous-classe comprend la recherche et le développement expérimental en théories en matière de gestion.
4,Sous-classe (Domaine),RDF5020510,Gestion du secteur public et gestion gouvernementale,Cette sous-classe comprend la recherche et le développement expérimental en gestion du secteur public et gestion gouvernementale.
4,Sous-classe (Domaine),RDF5020511,Gestion de la durabilité,Cette sous-classe comprend la recherche et le développement expérimental en gestion de la durabilité.
4,Sous-classe (Domaine),RDF5020512,Développement et politique de la durabilité,Cette sous-classe comprend la recherche et le développement expérimental en développement et politique de la durabilité.
4,Sous-classe (Domaine),RDF5020513,Compétitivité et innovation,Cette sous-classe comprend la recherche et le développement expérimental en compétitivité et innovation.
4,Sous-classe (Domaine),RDF5020514,Gestion de crises,Cette sous-classe comprend la recherche et le développement expérimental en gestion de crises.
4,Sous-classe (Domaine),RDF5020515,Gestion de l'environnement (sauf en milieu naturel),Cette sous-classe comprend la recherche et le développement expérimental en gestion de l'environnement (sauf en milieu naturel).
4,Sous-classe (Domaine),RDF5020516,Évaluation et optimisation en matière de gestion,Cette sous-classe comprend la recherche et le développement expérimental en évaluation et optimisation en matière de gestion.
4,Sous-classe (Domaine),RDF5020517,Gestion du changement,Cette sous-classe comprend la recherche et le développement expérimental en gestion du changement.
4,Sous-classe (Domaine),RDF5020518,Gestion de l'innovation sociale,Cette sous-classe comprend la recherche et le développement expérimental en gestion de l'innovation sociale.
4,Sous-classe (Domaine),RDF5020599,"Gestion et commerce, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en gestion et commerce, n.c.a."
2,Groupe,RDF503,Éducation,Ce groupe comprend la recherche et le développement expérimental en éducation.
3,Classe,RDF50301,Systèmes d'éducation,Cette classe comprend la recherche et le développement expérimental en systèmes d'éducation.
4,Sous-classe (Domaine),RDF5030101,Éducation préscolaire,Cette sous-classe comprend la recherche et le développement expérimental en éducation préscolaire.
4,Sous-classe (Domaine),RDF5030102,Enseignement primaire,Cette sous-classe comprend la recherche et le développement expérimental en enseignement primaire.
4,Sous-classe (Domaine),RDF5030103,Enseignement secondaire,Cette sous-classe comprend la recherche et le développement expérimental en enseignement secondaire.
4,Sous-classe (Domaine),RDF5030104,Enseignement supérieur,Cette sous-classe comprend la recherche et le développement expérimental en enseignement supérieur.
4,Sous-classe (Domaine),RDF5030105,"Éducation des adultes et éducation permanente, et éducation communautaire","Cette sous-classe comprend la recherche et le développement expérimental en éducation des adultes et éducation permanente, et éducation communautaire."
4,Sous-classe (Domaine),RDF5030106,Système d'éducation autochtone,Cette sous-classe comprend la recherche et le développement expérimental en système d'éducation autochtone.
4,Sous-classe (Domaine),RDF5030107,"Enseignement technique, formation continue et enseignement en milieu de travail","Cette sous-classe comprend la recherche et le développement expérimental en enseignement technique, formation continue et enseignement en milieu de travail."
4,Sous-classe (Domaine),RDF5030108,Éducation ouverte,Cette sous-classe comprend la recherche et le développement expérimental en éducation ouverte.
4,Sous-classe (Domaine),RDF5030109,Formation à distance,Cette sous-classe comprend la recherche et le développement expérimental en formation à distance.
4,Sous-classe (Domaine),RDF5030199,"Systèmes d'éducation, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en systèmes d'éducation, n.c.a."
3,Classe,RDF50302,"Curriculum, pédagogie et didactique","Cette classe comprend la recherche et le développement expérimental en curriculum, pédagogie et didactique."
4,Sous-classe (Domaine),RDF5030201,"Curriculum, pédagogie et didactique en arts de la création, médias et communication","Cette sous-classe comprend la recherche et le développement expérimental en curriculum, pédagogie et didactique en arts de la création, médias et communication."
4,Sous-classe (Domaine),RDF5030202,Théories et élaboration du curriculum et de la pédagogie,Cette sous-classe comprend la recherche et le développement expérimental en théories et élaboration du curriculum et de la pédagogie.
4,Sous-classe (Domaine),RDF5030203,"Curriculum, pédagogie et didactique en sciences économiques, administration des affaires et sciences de la gestion","Cette sous-classe comprend la recherche et le développement expérimental en curriculum, pédagogie et didactique en sciences économiques, administration des affaires et sciences de la gestion."
4,Sous-classe (Domaine),RDF5030204,"Curriculum, pédagogie et didactique en langue et littératie anglaises (sauf l'anglais langue seconde (ALS), l'enseignement de l'anglais aux non-anglophones (TESOL), les langues autres l'anglais (LOTE) et la langue des signes)","Cette sous-classe comprend la recherche et le développement expérimental en curriculum, pédagogie et didactique en langue et littératie anglaises (sauf l'anglais langue seconde (ALS), l'enseignement de l'anglais aux non-anglophones (TESOL), les langues autres l'anglais (LOTE) et la langue des signes)."
4,Sous-classe (Domaine),RDF5030205,"Curriculum, pédagogie et didactique en langue et littératie françaises (sauf la langue des signes)","Cette sous-classe comprend la recherche et le développement expérimental en curriculum, pédagogie et didactique en langue et littératie françaises (sauf la langue des signes)."
4,Sous-classe (Domaine),RDF5030206,"Curriculum, pédagogie et didactique en anglais langue seconde (ALS), enseignement de l'anglais aux non-anglophones (TESOL), langues autres que l'anglais (LOTE) et langue des signes","Cette sous-classe comprend la recherche et le développement expérimental en curriculum, pédagogie et didactique en anglais langue seconde (ALS), enseignement de l'anglais aux non-anglophones (TESOL), langues autres que l'anglais (LOTE) et langue des signes."
4,Sous-classe (Domaine),RDF5030207,"Curriculum, pédagogie et didactique en sciences humaines et sciences sociales (sauf les sciences économiques, l'administration des affaires et les sciences de la gestion)","Cette sous-classe comprend la recherche et le développement expérimental en curriculum, pédagogie et didactique en sciences humaines et sciences sociales (sauf les sciences économiques, l'administration des affaires et les sciences de la gestion)."
4,Sous-classe (Domaine),RDF5030208,"Curriculum, pédagogie et didactique en mathématiques et numératie","Cette sous-classe comprend la recherche et le développement expérimental en curriculum, pédagogie et didactique en mathématiques et numératie."
4,Sous-classe (Domaine),RDF5030209,"Curriculum, pédagogie et didactique en médecine, sciences infirmières et sciences de la santé","Cette sous-classe comprend la recherche et le développement expérimental en curriculum, pédagogie et didactique en médecine, sciences infirmières et sciences de la santé."
4,Sous-classe (Domaine),RDF5030210,"Curriculum, pédagogie et didactique en éducation physique et développement de la personne","Cette sous-classe comprend la recherche et le développement expérimental en curriculum, pédagogie et didactique en éducation physique et développement de la personne."
4,Sous-classe (Domaine),RDF5030211,"Curriculum, pédagogie et didactique en sciences, technologies et génie","Cette sous-classe comprend la recherche et le développement expérimental en curriculum, pédagogie et didactique en sciences, technologies et génie."
4,Sous-classe (Domaine),RDF5030212,"Curriculum, pédagogie et didactique en enseignement et formation professionnels","Cette sous-classe comprend la recherche et le développement expérimental en curriculum, pédagogie et didactique en enseignement et formation professionnels."
4,Sous-classe (Domaine),RDF5030213,Démarches pédagogiques,Cette sous-classe comprend la recherche et le développement expérimental en démarches pédagogiques.
4,Sous-classe (Domaine),RDF5030214,Pédagogie ouverte,Cette sous-classe comprend la recherche et le développement expérimental en pédagogie ouverte.
4,Sous-classe (Domaine),RDF5030299,"Curriculum, pédagogie et didactique, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en curriculum, pédagogie et didactique, n.c.a."
3,Classe,RDF50303,Études spécialisées en éducation,Cette classe comprend la recherche et le développement expérimental en études spécialisées en éducation.
4,Sous-classe (Domaine),RDF5030301,Études spécialisées en éducation des Autochtones,Cette sous-classe comprend la recherche et le développement expérimental en études spécialisées en éducation des Autochtones.
4,Sous-classe (Domaine),RDF5030302,Éducation comparée et interculturelle,Cette sous-classe comprend la recherche et le développement expérimental en éducation comparée et interculturelle.
4,Sous-classe (Domaine),RDF5030303,Mesures et évaluation en éducation,Cette sous-classe comprend la recherche et le développement expérimental en mesures et évaluation en éducation.
4,Sous-classe (Domaine),RDF5030304,"Administration, gestion et leadership dans le domaine de l'éducation","Cette sous-classe comprend la recherche et le développement expérimental en administration, gestion et leadership dans le domaine de l'éducation."
4,Sous-classe (Domaine),RDF5030305,Orientation scolaire,Cette sous-classe comprend la recherche et le développement expérimental en orientation scolaire.
4,Sous-classe (Domaine),RDF5030306,Informatique et technologies de l'éducation,Cette sous-classe comprend la recherche et le développement expérimental en informatique et technologies de l'éducation.
4,Sous-classe (Domaine),RDF5030307,Ethnoéducation (sauf des peuples autochtones),Cette sous-classe comprend la recherche et le développement expérimental en ethnoéducation (sauf des peuples autochtones).
4,Sous-classe (Domaine),RDF5030308,"Genre, sexualité et éducation","Cette sous-classe comprend la recherche et le développement expérimental en genre, sexualité et éducation."
4,Sous-classe (Domaine),RDF5030309,Sciences de l'apprentissage,Cette sous-classe comprend la recherche et le développement expérimental en sciences de l'apprentissage.
4,Sous-classe (Domaine),RDF5030310,Éducation spécialisée et handicap,Cette sous-classe comprend la recherche et le développement expérimental en éducation spécialisée et handicap.
4,Sous-classe (Domaine),RDF5030311,Formation des enseignants et perfectionnement professionnel des enseignants,Cette sous-classe comprend la recherche et le développement expérimental en formation des enseignants et perfectionnement professionnel des enseignants.
4,Sous-classe (Domaine),RDF5030312,Enseignement et apprentissage transdisciplinaires et interdisciplinaires,Cette sous-classe comprend la recherche et le développement expérimental en enseignement et apprentissage transdisciplinaires et interdisciplinaires.
4,Sous-classe (Domaine),RDF5030399,"Études spécialisées en éducation, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en études spécialisées en éducation, n.c.a."
3,Classe,RDF50399,Autre éducation,Cette classe comprend la recherche et le développement expérimental en autre éducation.
4,Sous-classe (Domaine),RDF5039901,Éducation disciplinaire,Cette sous-classe comprend la recherche et le développement expérimental en éducation disciplinaire.
4,Sous-classe (Domaine),RDF5039902,Éducation et vulgarisation en matière d'environnement,Cette sous-classe comprend la recherche et le développement expérimental en éducation et vulgarisation en matière d'environnement.
4,Sous-classe (Domaine),RDF5039903,Orthopédagogie,Cette sous-classe comprend la recherche et le développement expérimental en orthopédagogie.
4,Sous-classe (Domaine),RDF5039904,Psychopédagogie,Cette sous-classe comprend la recherche et le développement expérimental en psychopédagogie.
4,Sous-classe (Domaine),RDF5039905,Psychoéducation,Cette sous-classe comprend la recherche et le développement expérimental en psychoéducation.
4,Sous-classe (Domaine),RDF5039999,"Autre éducation, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en autre éducation, n.c.a."
2,Groupe,RDF504,Sociologie et études connexes,Ce groupe comprend la recherche et le développement expérimental en sociologie et études connexes.
3,Classe,RDF50401,Sociologie,Cette classe comprend la recherche et le développement expérimental en sociologie.
4,Sous-classe (Domaine),RDF5040101,"Sociologie appliquée, évaluation de programmes et évaluation des impacts sociaux","Cette sous-classe comprend la recherche et le développement expérimental en sociologie appliquée, évaluation de programmes et évaluation des impacts sociaux."
4,Sous-classe (Domaine),RDF5040102,Sociologie de l'environnement,Cette sous-classe comprend la recherche et le développement expérimental en sociologie de l'environnement.
4,Sous-classe (Domaine),RDF5040103,Relations raciales et ethniques,Cette sous-classe comprend la recherche et le développement expérimental en relations raciales et ethniques.
4,Sous-classe (Domaine),RDF5040104,Sociologie rurale,Cette sous-classe comprend la recherche et le développement expérimental en sociologie rurale.
4,Sous-classe (Domaine),RDF5040105,Changement social,Cette sous-classe comprend la recherche et le développement expérimental en changement social.
4,Sous-classe (Domaine),RDF5040106,Théories sociales,Cette sous-classe comprend la recherche et le développement expérimental en théories sociales.
4,Sous-classe (Domaine),RDF5040107,Méthodologie et méthodes de recherche en sociologie,Cette sous-classe comprend la recherche et le développement expérimental en méthodologie et méthodes de recherche en sociologie.
4,Sous-classe (Domaine),RDF5040108,Sociologie et études sociales des sciences et de la technologie,Cette sous-classe comprend la recherche et le développement expérimental en sociologie et études sociales des sciences et de la technologie.
4,Sous-classe (Domaine),RDF5040109,Sociologie de l'éducation,Cette sous-classe comprend la recherche et le développement expérimental en sociologie de l'éducation.
4,Sous-classe (Domaine),RDF5040110,Sociologie du travail,Cette sous-classe comprend la recherche et le développement expérimental en sociologie du travail.
4,Sous-classe (Domaine),RDF5040111,Sociologie urbaine et études communautaires,Cette sous-classe comprend la recherche et le développement expérimental en sociologie urbaine et études communautaires.
4,Sous-classe (Domaine),RDF5040112,"Sociologie et études sociales de la santé, des systèmes de santé et des services de santé","Cette sous-classe comprend la recherche et le développement expérimental en sociologie et études sociales de la santé, des systèmes de santé et des services de santé."
4,Sous-classe (Domaine),RDF5040113,Répercussions sociales de l'intelligence artificielle,Cette sous-classe comprend la recherche et le développement expérimental en répercussions sociales de l'intelligence artificielle.
4,Sous-classe (Domaine),RDF5040199,"Sociologie, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en sociologie, n.c.a."
3,Classe,RDF50499,Autres études de la société humaine,Cette classe comprend la recherche et le développement expérimental en autres études de la société humaine.
4,Sous-classe (Domaine),RDF5049901,Étude des sociétés autochtones,Cette sous-classe comprend la recherche et le développement expérimental en Étude des sociétés autochtones.
4,Sous-classe (Domaine),RDF5049902,Étude de la société canadienne,Cette sous-classe comprend la recherche et le développement expérimental en étude de la société canadienne.
4,Sous-classe (Domaine),RDF5049903,Relations sociales,Cette sous-classe comprend la recherche et le développement expérimental en relations sociales.
4,Sous-classe (Domaine),RDF5049904,Institutions sociales,Cette sous-classe comprend la recherche et le développement expérimental en Institutions sociales.
4,Sous-classe (Domaine),RDF5049905,Oppression sociale et marginalisation,Cette sous-classe comprend la recherche et le développement expérimental en oppression sociale et marginalisation.
4,Sous-classe (Domaine),RDF5049906,Structures sociales,Cette sous-classe comprend la recherche et le développement expérimental en Structures sociales.
4,Sous-classe (Domaine),RDF5049907,Études sur les systèmes postcoloniaux et le colonialisme,Cette sous-classe comprend la recherche et le développement expérimental en études sur les systèmes postcoloniaux et le colonialisme.
4,Sous-classe (Domaine),RDF5049999,"Autres études de la société humaine, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en autres études de la société humaine, n.c.a."
2,Groupe,RDF505,Droit et exercice du droit,Ce groupe comprend la recherche et le développement expérimental en droit et exercice du droit.
3,Classe,RDF50501,Droit (sauf l'exercice du droit et le droit international),Cette classe comprend la recherche et le développement expérimental en droit (sauf l'exercice du droit et le droit international).
4,Sous-classe (Domaine),RDF5050101,Droit coutumier des peuples autochtones,Cette sous-classe comprend la recherche et le développement expérimental en droit coutumier des peuples autochtones.
4,Sous-classe (Domaine),RDF5050102,Droit autochtone,Cette sous-classe comprend la recherche et le développement expérimental en droit autochtones.
4,Sous-classe (Domaine),RDF5050103,Droit privé,Cette sous-classe comprend la recherche et le développement expérimental en droit privé.
4,Sous-classe (Domaine),RDF5050104,Droit administratif,Cette sous-classe comprend la recherche et le développement expérimental en droit administratif.
4,Sous-classe (Domaine),RDF5050105,Droit civil,Cette sous-classe comprend la recherche et le développement expérimental en droit civil.
4,Sous-classe (Domaine),RDF5050106,Common law,Cette sous-classe comprend la recherche et le développement expérimental en common law.
4,Sous-classe (Domaine),RDF5050107,"Droit des affaires, droit commercial et droit des sociétés","Cette sous-classe comprend la recherche et le développement expérimental en droit des affaires, droit commercial et droit des sociétés."
4,Sous-classe (Domaine),RDF5050108,Droit comparé,Cette sous-classe comprend la recherche et le développement expérimental en droit comparé.
4,Sous-classe (Domaine),RDF5050109,Droit constitutionnel,Cette sous-classe comprend la recherche et le développement expérimental en droit constitutionnel.
4,Sous-classe (Domaine),RDF5050110,Droit pénal et procédure pénale,Cette sous-classe comprend la recherche et le développement expérimental en droit pénal et procédure pénale.
4,Sous-classe (Domaine),RDF5050111,Droit de l'environnement et des ressources naturelles,Cette sous-classe comprend la recherche et le développement expérimental en Droit de l'environnement et des ressources naturelles.
4,Sous-classe (Domaine),RDF5050112,Droit du capital-investissement et droit des fiducies,Cette sous-classe comprend la recherche et le développement expérimental en droit du capital-investissement et droit des fiducies.
4,Sous-classe (Domaine),RDF5050113,"Droit de la famille, droit des enfants et droit des aînés","Cette sous-classe comprend la recherche et le développement expérimental en droit de la famille, droit des enfants et droit des aînés."
4,Sous-classe (Domaine),RDF5050114,Droits de la personne,Cette sous-classe comprend la recherche et le développement expérimental en droits de la personne.
4,Sous-classe (Domaine),RDF5050115,Droit de la propriété intellectuelle,Cette sous-classe comprend la recherche et le développement expérimental en droit de la propriété intellectuelle.
4,Sous-classe (Domaine),RDF5050116,Droit fiscal,Cette sous-classe comprend la recherche et le développement expérimental en droit fiscal.
4,Sous-classe (Domaine),RDF5050117,"Droit de la responsabilité délictuelle, droit des obligations de nature privée et droit de la responsabilité du fait des produits","Cette sous-classe comprend la recherche et le développement expérimental en droit de la responsabilité délictuelle, droit des obligations de nature privée et droit de la responsabilité du fait des produits."
4,Sous-classe (Domaine),RDF5050118,"Droit du travail, droit de l'emploi, droit de l'indemnisation et droit des régimes de retraite","Cette sous-classe comprend la recherche et le développement expérimental en droit du travail, droit de l'emploi, droit de l'indemnisation et droit des régimes de retraite."
4,Sous-classe (Domaine),RDF5050119,Droit des biens (sauf le droit de la propriété intellectuelle),Cette sous-classe comprend la recherche et le développement expérimental en droit des biens (sauf le droit de la propriété intellectuelle).
4,Sous-classe (Domaine),RDF5050120,Droit de la consommation,Cette sous-classe comprend la recherche et le développement expérimental en droit de la consommation.
4,Sous-classe (Domaine),RDF5050121,Droit de la santé,Cette sous-classe comprend la recherche et le développement expérimental en droit de la santé.
4,Sous-classe (Domaine),RDF5050122,Droit et technologie,Cette sous-classe comprend la recherche et le développement expérimental en droit et technologie.
4,Sous-classe (Domaine),RDF5050123,Droit et société,Cette sous-classe comprend la recherche et le développement expérimental en droit et société.
4,Sous-classe (Domaine),RDF5050124,Cyberdroit et cyberjustice,Cette sous-classe comprend la recherche et le développement expérimental en cyberdroit et cyberjustice.
4,Sous-classe (Domaine),RDF5050125,Droit et politique de l'espace extra-atmosphérique et orbital,Cette sous-classe comprend la recherche et le développement expérimental en droit et politique de l'espace extra-atmosphérique et orbital.
4,Sous-classe (Domaine),RDF5050199,"Droit (sauf l'exercice du droit et le droit international), n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en droit (sauf l'exercice du droit et le droit international), n.c.a."
3,Classe,RDF50502,Exercice du droit,Cette classe comprend la recherche et le développement expérimental en exercice du droit.
4,Sous-classe (Domaine),RDF5050201,Institutions juridiques (y compris les tribunaux et les systèmes de justice),Cette sous-classe comprend la recherche et le développement expérimental en institutions juridiques (y compris les tribunaux et les systèmes de justice).
4,Sous-classe (Domaine),RDF5050202,Profession d'avocat et professions juridiques,Cette sous-classe comprend la recherche et le développement expérimental en profession d'avocat et professions juridiques.
4,Sous-classe (Domaine),RDF5050203,"Théorie du droit, jurisprudence et interprétation des lois","Cette sous-classe comprend la recherche et le développement expérimental en théorie du droit, jurisprudence et interprétation des lois."
4,Sous-classe (Domaine),RDF5050204,"Litiges, jugements et règlement des différends","Cette sous-classe comprend la recherche et le développement expérimental en litiges, jugements et règlement des différends."
4,Sous-classe (Domaine),RDF5050205,Accès à la justice,Cette sous-classe comprend la recherche et le développement expérimental en accès à la justice.
4,Sous-classe (Domaine),RDF5050299,"Exercice du droit, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en exercice du droit, n.c.a."
3,Classe,RDF50503,Droit international,Cette classe comprend la recherche et le développement expérimental en droit international.
4,Sous-classe (Domaine),RDF5050301,Droit international public (sauf le droit du commerce international),Cette sous-classe comprend la recherche et le développement expérimental en droit international public (sauf le droit du commerce international).
4,Sous-classe (Domaine),RDF5050302,Droit du commerce international,Cette sous-classe comprend la recherche et le développement expérimental en droit du commerce international.
4,Sous-classe (Domaine),RDF5050303,Droit international privé,Cette sous-classe comprend la recherche et le développement expérimental en droit international privé.
4,Sous-classe (Domaine),RDF5050399,"Droit international, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en droit international, n.c.a."
2,Groupe,RDF506,Sciences politiques et administration des politiques,Ce groupe comprend la recherche et le développement expérimental en sciences politiques et administration des politiques.
3,Classe,RDF50601,Sciences politiques,Cette classe comprend la recherche et le développement expérimental en sciences politiques.
4,Sous-classe (Domaine),RDF5060101,Politique et gouvernement du Canada,Cette sous-classe comprend la recherche et le développement expérimental en politique et gouvernement du Canada.
4,Sous-classe (Domaine),RDF5060102,Vie politique des Autochtones,Cette sous-classe comprend la recherche et le développement expérimental en vie politique des Autochtones.
4,Sous-classe (Domaine),RDF5060103,Théories politiques,Cette sous-classe comprend la recherche et le développement expérimental en théories politiques.
4,Sous-classe (Domaine),RDF5060104,Politique comparée,Cette sous-classe comprend la recherche et le développement expérimental en politique comparée.
4,Sous-classe (Domaine),RDF5060105,Relations internationales,Cette sous-classe comprend la recherche et le développement expérimental en relations internationales.
4,Sous-classe (Domaine),RDF5060106,Méthodologie politique,Cette sous-classe comprend la recherche et le développement expérimental en méthodologie politique.
4,Sous-classe (Domaine),RDF5060107,Études régionales politiques,Cette sous-classe comprend la recherche et le développement expérimental en études régionales politiques.
4,Sous-classe (Domaine),RDF5060108,Sciences politiques spécialisées,Cette sous-classe comprend la recherche et le développement expérimental en sciences politiques spécialisées.
4,Sous-classe (Domaine),RDF5060109,Études des comportements politiques et sur les élections,Cette sous-classe comprend la recherche et le développement expérimental en études des comportements politiques et sur les élections.
4,Sous-classe (Domaine),RDF5060110,Mouvements sociaux et démocratie,Cette sous-classe comprend la recherche et le développement expérimental en mouvements sociaux et démocratie.
4,Sous-classe (Domaine),RDF5060111,Politique de l'espace extra-atmosphérique,Cette sous-classe comprend la recherche et le développement expérimental en politique de l'espace extra-atmosphérique.
4,Sous-classe (Domaine),RDF5060199,"Sciences politiques, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en sciences politiques, n.c.a."
3,Classe,RDF50602,Politiques et administration des politiques,Cette classe comprend la recherche et le développement expérimental en politiques et administration des politiques.
4,Sous-classe (Domaine),RDF5060201,Politiques et administration des politiques autochtones,Cette sous-classe comprend la recherche et le développement expérimental en politiques et administration des politiques autochtones.
4,Sous-classe (Domaine),RDF5060202,Étude connexes à la commission de vérité et réconciliation du Canada,Cette sous-classe comprend la recherche et le développement expérimental en étude connexes à la commission de vérité et réconciliation du Canada.
4,Sous-classe (Domaine),RDF5060203,Politiques artistiques et culturelles,Cette sous-classe comprend la recherche et le développement expérimental en politiques artistiques et culturelles.
4,Sous-classe (Domaine),RDF5060204,Politiques en matière de communication et de médias,Cette sous-classe comprend la recherche et le développement expérimental en politiques en matière de communication et de médias.
4,Sous-classe (Domaine),RDF5060205,Politiques en matière de criminalité,Cette sous-classe comprend la recherche et le développement expérimental en politiques en matière de criminalité.
4,Sous-classe (Domaine),RDF5060206,Politiques en matière de sécurité publique,Cette sous-classe comprend la recherche et le développement expérimental en politiques en matière de sécurité publique.
4,Sous-classe (Domaine),RDF5060207,Politiques en matière de cybersécurité,Cette sous-classe comprend la recherche et le développement expérimental en politiques en matière de cybersécurité.
4,Sous-classe (Domaine),RDF5060208,Politiques en matière de développement économique,Cette sous-classe comprend la recherche et le développement expérimental en politiques en matière de développement économique.
4,Sous-classe (Domaine),RDF5060209,Politiques en matière de coopération et développement internationaux,Cette sous-classe comprend la recherche et le développement expérimental en politiques en matière de coopération et développement internationaux.
4,Sous-classe (Domaine),RDF5060210,Politiques en matière d'écologie,Cette sous-classe comprend la recherche et le développement expérimental en politiques en matière d'écologie.
4,Sous-classe (Domaine),RDF5060211,Politiques en matière d'éducation,Cette sous-classe comprend la recherche et le développement expérimental en politiques en matière d'éducation.
4,Sous-classe (Domaine),RDF5060212,Politiques en matière de l'environnement,Cette sous-classe comprend la recherche et le développement expérimental en politiques en matière de l'environnement.
4,Sous-classe (Domaine),RDF5060213,Politiques en matière de la santé,Cette sous-classe comprend la recherche et le développement expérimental en politiques en matière de la santé.
4,Sous-classe (Domaine),RDF5060214,Administration publique,Cette sous-classe comprend la recherche et le développement expérimental en administration publique.
4,Sous-classe (Domaine),RDF5060215,Politiques publiques,Cette sous-classe comprend la recherche et le développement expérimental en politiques publiques.
4,Sous-classe (Domaine),RDF5060216,"Politiques en matière de recherche, de sciences et de technologies","Cette sous-classe comprend la recherche et le développement expérimental en politiques en matière de recherche, de sciences et de technologies."
4,Sous-classe (Domaine),RDF5060217,Politiques sociales,Cette sous-classe comprend la recherche et le développement expérimental en politiques sociales.
4,Sous-classe (Domaine),RDF5060218,Politiques en matière de tourisme,Cette sous-classe comprend la recherche et le développement expérimental en politiques en matière de tourisme.
4,Sous-classe (Domaine),RDF5060219,Politiques urbaines,Cette sous-classe comprend la recherche et le développement expérimental en politiques urbaines.
4,Sous-classe (Domaine),RDF5060220,Politiques d'emploi,Cette sous-classe comprend la recherche et le développement expérimental en politiques d'emploi.
4,Sous-classe (Domaine),RDF5060299,"Politiques et administration des politiques, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en politiques et administration des politiques, n.c.a."
2,Groupe,RDF507,Géographie sociale et économique,Ce groupe comprend la recherche et le développement expérimental en géographie sociale et économique.
3,Classe,RDF50701,Géographie humaine,Cette classe comprend la recherche et le développement expérimental en géographie humaine.
4,Sous-classe (Domaine),RDF5070101,Géographie économique,Cette sous-classe comprend la recherche et le développement expérimental en géographie économique.
4,Sous-classe (Domaine),RDF5070102,Géographie du développement,Cette sous-classe comprend la recherche et le développement expérimental en géographie du développement.
4,Sous-classe (Domaine),RDF5070103,"Géographie du récréatif, des loisirs et du tourisme","Cette sous-classe comprend la recherche et le développement expérimental en géographie du récréatif, des loisirs et du tourisme."
4,Sous-classe (Domaine),RDF5070104,Géographie sociale et culturelle,Cette sous-classe comprend la recherche et le développement expérimental en géographie sociale et culturelle.
4,Sous-classe (Domaine),RDF5070105,Géographie de la population,Cette sous-classe comprend la recherche et le développement expérimental en géographie de la population.
4,Sous-classe (Domaine),RDF5070106,Géographie de la santé,Cette sous-classe comprend la recherche et le développement expérimental en géographie de la santé.
4,Sous-classe (Domaine),RDF5070107,Géographie politique,Cette sous-classe comprend la recherche et le développement expérimental en géographie politique.
4,Sous-classe (Domaine),RDF5070108,Géographie des transports,Cette sous-classe comprend la recherche et le développement expérimental en géographie des transports.
4,Sous-classe (Domaine),RDF5070109,Géographie régionale,Cette sous-classe comprend la recherche et le développement expérimental en géographie régionale.
4,Sous-classe (Domaine),RDF5070110,Géographie historique,Cette sous-classe comprend la recherche et le développement expérimental en géographie historique.
4,Sous-classe (Domaine),RDF5070111,Géographie de l'environnement,Cette sous-classe comprend la recherche et le développement expérimental en géographie de l'environnement.
4,Sous-classe (Domaine),RDF5070112,Géographie du comportement,Cette sous-classe comprend la recherche et le développement expérimental en géographie du comportement.
4,Sous-classe (Domaine),RDF5070199,"Géographie humaine, n.c.a.","Cette sous-classe comprend la recherche et le développement expérimental en géographie humaine, n.c.a."
3,Classe,RDF50702,Urbanisme et planification régionale,Cette classe comprend la recherche et le développement expérimental en urbanisme et planification régionale.
4,Sous-classe (Domaine),RDF5070201,Aménagement des quartiers,Cette sous-classe comprend la recherche et le développement expérimental en aménagement des quartiers.
4,Sous-classe (Domaine),RDF5070202,Histoire et théorie du milieu bâti (sauf l'architecture),Cette sous-classe comprend la recherche et le développement expérimental en histoire et théorie du milieu bâti (sauf l'architecture).
4,Sous-classe (Domaine),RDF5070203,Développement et gestion des marchés de l'habitation,Cette sous-classe comprend la recherche et le développement expérimental en développement et gestion des marchés de l'habitation.
4,Sous-classe (Domaine),RDF5070204,Aménagement du territoire et planification écologique,Cette sous-classe comprend la recherche et le développement expérimental en aménagement du territoire et planification écologique.
4,Sous-classe (Domaine),RDF5070205,Analyses régionales et du développement régional,Cette sous-classe comprend la recherche et le développement expérimental en analyses régionales et du développement régional.
