Niveau,Code,Titres_de_classes,Nom_du_type_d_element_Francais,Description_d_element_Francais
3,RDF20202,Génie des systèmes et systémique,Exclusion(s),ingénierie des systèmes de qualité  (Voir RDF2020307 Ingénierie des systèmes de qualité)
3,RDF20204,Biosystèmes et génie agricole,Exclusion(s),génie alimentaire  (Voir RDF4040208 Génie de l'alimentation)
2,RDF203,"Génie électrique, génie informatique et génie de l'information",Exclusion(s),histoire et la philosophie du génie  (Voir RDF6030304 Histoire et philosophie du génie et de la technologie)
2,RDF203,"Génie électrique, génie informatique et génie de l'information",Exclusion(s),lasers associés à l'électronique quantique  (Voir RDF1030303 Lasers et électronique quantique)
2,RDF203,"Génie électrique, génie informatique et génie de l'information",Exclusion(s),électronique moléculaire et organique  (Voir RDF2110113 Électronique moléculaire et organique)
2,RDF203,"Génie électrique, génie informatique et génie de l'information",Exclusion(s),nanoélectronique  (Voir RDF2110104 Nanoélectronique)
2,RDF203,"Génie électrique, génie informatique et génie de l'information",Exclusion(s),neurorobotique  (Voir RDF3010420 Neurorobotique)
2,RDF203,"Génie électrique, génie informatique et génie de l'information",Exclusion(s),"communications optiques  (Voir RDF1030306 Photonique, optoélectronique et communications optiques)"
2,RDF203,"Génie électrique, génie informatique et génie de l'information",Exclusion(s),"optoélectronique associée aux communications optiques  (Voir RDF1030306 Photonique, optoélectronique et communications optiques)"
2,RDF203,"Génie électrique, génie informatique et génie de l'information",Exclusion(s),informatique quantique  (Voir RDF1020404 Informatique quantique)
2,RDF203,"Génie électrique, génie informatique et génie de l'information",Exclusion(s),optique quantique  (Voir RDF1030308 Optique quantique)
2,RDF203,"Génie électrique, génie informatique et génie de l'information",Exclusion(s),génie logiciel  (Voir RDF10203 Langages de programmation et génie logiciel)
3,RDF20301,Génie informatique,Exclusion(s),"théorie du contrôle  (Voir RDF1010207 Calcul des variations, théorie des systèmes et théorie du contrôle)"
3,RDF20301,Génie informatique,Exclusion(s),génie électrique et électronique associé aux technologies des communications  (Voir RDF20302 Technologies des communications et des réseaux)
3,RDF20301,Génie informatique,Exclusion(s),électronique  (Voir RDF20306 Électronique)
3,RDF20301,Génie informatique,Exclusion(s),lasers associés à l'électronique quantique  (Voir RDF1030303 Lasers et électronique quantique)
3,RDF20301,Génie informatique,Exclusion(s),logiciel de mathématiques  (Voir RDF1020207 Logiciel de mathématiques)
3,RDF20301,Génie informatique,Exclusion(s),aspects du génie mécanique de l'automatisation et des systèmes de commandes  (Voir RDF204 Génie mécanique)
3,RDF20301,Génie informatique,Exclusion(s),électronique moléculaire et organique  (Voir RDF2110113 Électronique moléculaire et organique)
3,RDF20301,Génie informatique,Exclusion(s),nanoélectronique  (Voir RDF2110104 Nanoélectronique)
3,RDF20301,Génie informatique,Exclusion(s),optoélectronique  (Voir RDF2030511 Optoélectronique)
3,RDF20301,Génie informatique,Exclusion(s),informatique quantique  (Voir RDF1020404 Informatique quantique)
3,RDF20301,Génie informatique,Exclusion(s),robotique associée à l'intelligence artificielle  (Voir RDF1020102 Robotique intelligente)
3,RDF20301,Génie informatique,Exclusion(s),robotique associée au génie de l'automobile  (Voir RDF20402 Génie automobile)
3,RDF20301,Génie informatique,Exclusion(s),robotique associée au génie de la fabrication autre que de l'automobile  (Voir RDF20403 Génie de la fabrication)
3,RDF20301,Génie informatique,Exclusion(s),génie logiciel  (Voir RDF10203 Langages de programmation et génie logiciel)
4,RDF2030101,Logiciels de base ou d'exploitation,Exclusion(s),génie logiciel  (Voir RDF10203 Langages de programmation et génie logiciel)
4,RDF2030103,Systèmes intergiciels,Exclusion(s),robotique associée à l'intelligence artificielle  (Voir RDF1020102 Robotique intelligente)
4,RDF2030103,Systèmes intergiciels,Exclusion(s),robotique associée au génie biomédical  (Voir RDF2070108 Robotique biomédicale)
4,RDF2030104,Génie des systèmes informatiques,Exclusion(s),Systèmes intergiciels  (Voir RDF2030103 Systèmes intergiciels)
4,RDF2030104,Génie des systèmes informatiques,Exclusion(s),logiciels de base ou d'exploitation  (Voir RDF2030101 Logiciels de base ou d'exploitation)
4,RDF2030110,Matériel et logiciels pour la sécurité informatique,Exclusion(s),instruments biomédicaux  (Voir RDF2070103 Instruments biomédicaux (y compris les diagnostics))
4,RDF2030110,Matériel et logiciels pour la sécurité informatique,Exclusion(s),génie logiciel  (Voir RDF10203 Langages de programmation et génie logiciel)
3,RDF20302,Technologies des communications et des réseaux,Exclusion(s),chiffrement de données  (Voir RDF1020209 Chiffrement de données et cryptographie)
3,RDF20302,Technologies des communications et des réseaux,Exclusion(s),"photonique et optoélectronique, associées aux communications optiques  (Voir RDF1030306 Photonique, optoélectronique et communications optiques)"
3,RDF20302,Technologies des communications et des réseaux,Exclusion(s),"information et informatique quantiques associées avec les communications  (Voir RDF1030604 Information, informatique et communications quantiques)"
3,RDF20302,Technologies des communications et des réseaux,Exclusion(s),télédétection en géomatique et photogrammétrie  (Voir RDF2080204 Télédétection en géomatique et photogrammétrie)
3,RDF20302,Technologies des communications et des réseaux,Exclusion(s),"conception et la mise à l'essai de satellites et d'astronefs  (Voir RDF2040108 Conception et mise à l'essai de satellites, d'astronefs et de missiles)"
4,RDF2030209,Science et génie du réseau,Exclusion(s),systèmes de régulation et de commande des communications et réseaux  (Voir RDF2030216 Systèmes de régulation et de commande des communications et réseaux)
4,RDF2030209,Science et génie du réseau,Exclusion(s),protocoles et architectures du réseau  (Voir RDF2030208 Protocoles et architectures du réseau)
4,RDF2030209,Science et génie du réseau,Exclusion(s),réseaux optiques  (Voir RDF2030215 Réseaux optiques)
4,RDF2030209,Science et génie du réseau,Exclusion(s),systèmes de gestion du réseau de service  (Voir RDF2030207 Systèmes de gestion du réseau de service)
4,RDF2030209,Science et génie du réseau,Exclusion(s),réseaux définis par logiciel  (Voir RDF2030205 Réseaux définis par logiciel (SDN))
4,RDF2030217,Robotique et automatisation en réseau,Exclusion(s),neurorobotique  (Voir RDF3010420 Neurorobotique)
4,RDF2030217,Robotique et automatisation en réseau,Exclusion(s),robotique et automatisation associées au génie de l'automobile  (Voir RDF20402 Génie automobile)
4,RDF2030217,Robotique et automatisation en réseau,Exclusion(s),robotique et automatisation associées au génie de la fabrication autre que de l'automobile  (Voir RDF20403 Génie de la fabrication)
4,RDF2030217,Robotique et automatisation en réseau,Exclusion(s),robotique associée à l'intelligence artificielle  (Voir RDF1020102 Robotique intelligente)
4,RDF2030217,Robotique et automatisation en réseau,Exclusion(s),robotique associée au génie biomédical  (Voir RDF2070108 Robotique biomédicale)
3,RDF20303,Analytique des données et traitement du signal,Exclusion(s),traitement du signal biomédical  (Voir RDF2070107 Traitement du signal biomédical)
3,RDF20303,Analytique des données et traitement du signal,Exclusion(s),élaboration (développement) de logiciels  (Voir RDF10203 Langages de programmation et génie logiciel)
3,RDF20303,Analytique des données et traitement du signal,Exclusion(s),circuits intégrés  (Voir RDF20306 Électronique)
3,RDF20303,Analytique des données et traitement du signal,Exclusion(s),modems et les réseaux informatiques de communication  (Voir RDF20302 Technologies des communications et des réseaux)
3,RDF20303,Analytique des données et traitement du signal,Exclusion(s),traitement du signal optique  (Voir RDF2030517 Traitement du signal optique)
3,RDF20303,Analytique des données et traitement du signal,Exclusion(s),"optoélectronique associée aux communications optiques  (Voir RDF1030306 Photonique, optoélectronique et communications optiques)"
4,RDF2030307,Vision par ordinateur en analytique des données et traitement de signal,Exclusion(s), vision par ordinateur en intelligence artificielle (Voir RDF1020112 Vision par ordinateur en intelligence artificielle)
4,RDF2030309,Traitement et analyse de biosignaux,Exclusion(s),traitement du signal biomédical  (Voir RDF2070107 Traitement du signal biomédical)
4,RDF2030403,Systèmes d'énergie renouvelable (sauf le génie des systèmes intelligents),Exclusion(s),génie des systèmes intelligents d'énergie renouvelable  (Voir RDF2020203 Systèmes intelligents d'énergie renouvelable)
4,RDF2030407,Opération du réseau électrique,Exclusion(s),réseaux électriques intelligents  (Voir RDF2030406 Réseaux électriques intelligents)
3,RDF20305,"Électromagnétique, photonique et optique",Exclusion(s),optique classique et physique  (Voir RDF1030302 Optique classique et physique)
3,RDF20305,"Électromagnétique, photonique et optique",Exclusion(s),géoélectromagnétique  (Voir RDF1050401 Géoélectrique et géoélectromagnétique)
3,RDF20305,"Électromagnétique, photonique et optique",Exclusion(s),optique non linéaire associée à la spectroscopie  (Voir RDF1030304 Optique non linéaire et spectroscopie)
3,RDF20305,"Électromagnétique, photonique et optique",Exclusion(s),propriétés optiques des matériaux  (Voir RDF1040606 Propriétés optiques des matériaux)
3,RDF20305,"Électromagnétique, photonique et optique",Exclusion(s),"photonique et génie électro-optique associés aux communications optiques  (Voir RDF1030306 Photonique, optoélectronique et communications optiques)"
3,RDF20305,"Électromagnétique, photonique et optique",Exclusion(s),optique quantique  (Voir RDF1030308 Optique quantique)
4,RDF2030510,Photonique et génie électro-optique,Exclusion(s),"photonique et génie électro-optique associés aux communications optiques  (Voir RDF1030306 Photonique, optoélectronique et communications optiques)"
4,RDF2030511,Optoélectronique,Exclusion(s),"optoélectronique associée aux communications optiques  (Voir RDF1030306 Photonique, optoélectronique et communications optiques)"
4,RDF2030521,Optique non linéaire,Exclusion(s),optique non linéaire associée à la spectroscopie  (Voir RDF1030304 Optique non linéaire et spectroscopie)
3,RDF20306,Électronique,Exclusion(s),lasers associés à l'électronique quantique  (Voir RDF1030303 Lasers et électronique quantique)
3,RDF20306,Électronique,Exclusion(s),électronique moléculaire et organique  (Voir RDF2110113 Électronique moléculaire et organique)
3,RDF20306,Électronique,Exclusion(s),nanoélectronique  (Voir RDF2110104 Nanoélectronique)
3,RDF20306,Électronique,Exclusion(s),optoélectronique  (Voir RDF2030511 Optoélectronique)
3,RDF20306,Électronique,Exclusion(s),"optoélectronique associée aux communications optiques  (Voir RDF1030306 Photonique, optoélectronique et communications optiques)"
3,RDF20306,Électronique,Exclusion(s),électronique de la puissance  (Voir RDF2030402 Électronique de la puissance)
3,RDF20306,Électronique,Exclusion(s),informatique quantique  (Voir RDF1020404 Informatique quantique)
4,RDF2030613,Électronique quantique,Exclusion(s),lasers associés à l'électronique quantique  (Voir RDF1030303 Lasers et électronique quantique)
4,RDF2030613,Électronique quantique,Exclusion(s),optique quantique  (Voir RDF1030308 Optique quantique)
4,RDF2030613,Électronique quantique,Exclusion(s),photonique quantique  (Voir RDF2030518 Photonique quantique)
2,RDF204,Génie mécanique,Exclusion(s),sciences et technologies de l'architecture  (Voir RDF6040203 Sciences et technologie de l'architecture (y compris l'acoustique architecturale))
2,RDF204,Génie mécanique,Exclusion(s),"théorie du contrôle  (Voir RDF1010207 Calcul des variations, théorie des systèmes et théorie du contrôle)"
2,RDF204,Génie mécanique,Exclusion(s),aspects électriques de la production d'énergie au moyen de cellules solaires  (Voir RDF2030403 Systèmes d'énergie renouvelable (sauf le génie des systèmes intelligents))
2,RDF204,Génie mécanique,Exclusion(s),systèmes d'énergie électrique  (Voir RDF20304 Systèmes d'énergie électrique)
2,RDF204,Génie mécanique,Exclusion(s),chimie alimentaire  (Voir RDF4040201 Chimie alimentaire (y compris la fermentation))
2,RDF204,Génie mécanique,Exclusion(s),histoire et la philosophie du génie  (Voir RDF6030304 Histoire et philosophie du génie et de la technologie)
2,RDF204,Génie mécanique,Exclusion(s),génie des systèmes de transport terrestre  (Voir RDF20103 Génie des systèmes de transport terrestre)
2,RDF204,Génie mécanique,Exclusion(s),systèmes nanoélectromécaniques  (Voir RDF2110103 Systèmes nanoélectromécaniques)
2,RDF204,Génie mécanique,Exclusion(s),"emballage, entreposage et transport des aliments et des produits agricoles  (Voir RDF4040204 Transformation des aliments et des boissons (y compris l'emballage, les additifs, le transport et la conservation))"
3,RDF20401,Génie aérospatial,Exclusion(s),"fluidisation, mécanique des fluides et courants turbulents  (Voir RDF2049908 Fluidisation et mécanique des fluides)"
3,RDF20401,Génie aérospatial,Exclusion(s),chimie alimentaire  (Voir RDF4040201 Chimie alimentaire (y compris la fermentation))
3,RDF20401,Génie aérospatial,Exclusion(s),opérations du transfert de chaleur et de masse  (Voir RDF2049909 Opérations de transfert de chaleur et de masse)
3,RDF20401,Génie aérospatial,Exclusion(s),génie des systèmes de transport terrestre  (Voir RDF20103 Génie des systèmes de transport terrestre)
3,RDF20401,Génie aérospatial,Exclusion(s),télédétection en géomatique et photogrammétrie  (Voir RDF2080204 Télédétection en géomatique et photogrammétrie)
